@relation 'telco_labFour-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute region numeric
@attribute townsize numeric
@attribute gender numeric
@attribute agecat numeric
@attribute edcat numeric
@attribute income numeric
@attribute debtinc numeric
@attribute churn numeric

@data
4,3,0,4,3,38,2.6,0
5,4,0,3,1,38,11,0
3,1,1,6,1,15,15.9,0
3,3,1,4,5,40,18.2,1
4,5,0,4,3,44,1.4,1
3,1,1,4,5,73,8.3,1
1,3,1,6,1,10,12.1,0
5,4,1,2,2,17,7.8,0
1,1,0,6,1,13,14.1,0
3,1,1,6,2,167,4.8,0
5,5,1,4,2,43,4.9,0
2,3,1,4,5,80,7.5,0
3,1,1,4,4,29,7.3,1
4,4,1,4,1,55,22.4,0
3,5,0,4,1,116,11.5,0
3,2,1,5,2,9,9.4,0
5,2,0,5,3,75,6.5,1
1,1,0,5,5,70,8.1,1
1,1,0,5,2,89,5.5,0
3,4,0,4,2,34,7.6,0
2,3,0,5,4,10,9.5,0
1,1,1,3,3,38,13.6,0
3,1,1,6,2,10,9.3,0
3,1,0,4,4,92,11.5,0
4,1,1,5,5,234,10.3,0
4,5,1,3,5,27,15.4,1
1,2,1,3,1,16,3.8,0
4,4,1,6,1,16,3.9,0
4,2,0,3,4,29,3.3,1
2,2,0,6,4,179,4.9,0
2,3,0,2,2,18,12.2,0
4,2,0,4,1,29,3.9,1
3,4,0,4,2,80,9.4,1
1,2,0,5,4,10,14.4,0
1,1,0,3,1,28,7.7,1
5,5,1,5,2,67,10.2,0
2,3,0,4,3,68,7,0
3,3,1,2,3,30,11.9,0
4,1,0,3,1,28,11.2,0
5,3,1,6,3,44,6.5,0
1,1,0,2,2,19,2.3,1
5,3,1,6,3,179,10.9,0
3,1,0,6,4,12,7.7,0
4,4,0,3,4,29,14.3,1
4,3,1,5,1,166,11.8,0
2,4,0,5,2,40,10.9,0
1,1,0,6,3,18,14,0
3,2,1,5,2,27,16.2,1
2,3,1,6,1,17,8.5,0
5,5,1,4,5,36,18.3,0
3,1,0,6,2,9,12.5,0
3,3,0,5,3,168,4.9,0
5,2,0,4,2,37,10.3,0
2,4,1,5,1,80,6.9,0
1,1,0,2,3,18,9.8,0
1,1,1,6,3,115,7.5,0
4,3,1,3,1,28,10.8,0
4,5,1,2,2,15,3.8,1
3,4,0,5,3,59,7.4,0
3,2,0,6,1,10,7.4,0
2,1,0,3,4,65,4.1,1
4,4,0,5,2,109,3.4,0
2,1,1,5,2,99,15.4,1
1,1,1,3,3,49,18.8,0
3,2,0,4,1,27,15.6,0
4,5,0,5,1,22,8.5,0
4,1,0,4,2,35,2.1,0
4,4,0,4,4,90,7.6,0
1,1,1,6,4,25,3.7,1
5,5,0,4,4,24,1.4,0
5,5,1,4,4,81,9.7,1
5,5,1,6,2,295,8.2,0
5,2,0,3,2,24,3.8,0
2,2,1,6,4,14,9.2,0
4,2,0,5,3,26,14.1,0
2,1,1,6,2,70,26.1,0
4,1,1,5,2,58,15.4,0
2,1,1,3,4,25,2.4,0
4,3,1,5,2,58,18.7,1
5,4,0,4,1,51,9.5,0
2,3,1,4,2,68,8.1,0
3,1,1,6,3,18,7.7,0
4,1,0,2,2,24,9.9,0
2,3,1,4,2,45,0.5,0
5,4,0,4,3,112,7.8,0
3,4,0,3,1,19,8.3,0
4,5,1,3,1,23,3.9,0
3,5,0,6,1,37,3,0
2,1,0,2,2,29,9.6,0
1,2,0,5,2,15,0.7,0
2,2,1,6,1,93,8.2,0
2,1,1,3,3,49,1.1,0
3,1,0,4,4,84,5.9,0
3,3,0,3,2,31,14,0
5,1,1,5,2,36,13,0
2,5,0,2,2,23,10.6,1
5,5,1,2,2,18,4.1,0
4,4,0,6,3,51,9.7,0
3,1,0,5,3,47,1.9,0
3,2,1,3,2,18,10.6,1
4,3,1,5,4,93,3,0
4,4,1,2,4,18,12.2,0
2,4,0,2,1,16,6.3,0
1,3,0,5,1,29,7.4,0
5,5,0,2,3,14,2.2,1
5,5,1,3,5,18,4.4,0
5,1,0,3,4,31,7.9,0
5,3,0,5,2,82,5.7,0
1,4,1,4,1,33,4.2,0
4,4,1,6,3,293,6.3,0
2,2,1,3,4,76,4.7,0
4,2,0,5,2,38,7.4,0
3,2,0,2,2,13,5.5,0
1,5,1,3,2,37,3.6,0
5,5,0,5,4,51,5.7,0
3,4,0,3,2,17,6.2,0
3,2,0,5,2,84,9,0
3,1,0,3,4,81,7,0
2,2,0,3,2,22,10,0
3,4,0,5,2,63,10.8,0
2,3,1,6,4,13,15.3,0
5,5,0,5,4,113,7.2,0
4,1,0,6,2,86,3.1,0
4,2,1,3,4,38,4.7,1
5,5,0,2,3,18,10.5,1
5,4,1,4,3,17,12.3,0
2,3,1,3,3,54,26.8,0
1,1,1,5,1,69,15.1,0
1,1,1,4,3,20,11.6,0
5,5,1,3,4,30,3,0
5,3,1,6,1,35,9.9,0
5,4,1,4,2,28,3.2,0
3,3,0,3,4,55,5,1
2,1,1,5,4,21,3.3,1
5,5,1,5,1,54,28.8,0
1,1,1,6,4,14,23,0
2,5,1,4,5,210,10.2,1
3,1,1,3,3,62,3.2,0
3,1,1,3,1,16,11.3,0
4,1,0,2,2,44,13.8,0
1,1,0,5,1,90,13.1,0
1,3,0,3,2,20,3.2,0
4,1,1,4,1,67,1.5,0
2,5,1,2,3,24,2.9,0
4,2,0,6,1,12,5.7,1
3,2,0,6,2,13,17,0
5,5,0,2,4,14,10.4,0
1,2,0,6,1,12,2.6,0
5,4,1,3,4,45,5.4,1
2,2,0,5,1,61,14.9,0
2,1,1,5,3,185,2.4,0
4,3,0,5,2,69,7.1,0
4,4,1,3,3,66,7.3,0
4,1,1,6,1,11,2.7,0
4,1,1,4,5,53,0.2,1
2,1,0,5,2,37,22.2,0
1,1,0,4,4,49,2.5,1
5,3,1,6,2,13,13.4,0
4,2,0,2,1,15,10.6,0
4,1,1,5,3,118,4.6,0
3,4,0,5,3,252,3.8,1
4,5,0,4,5,112,11.1,0
5,5,0,5,2,64,23,0
5,5,1,2,2,30,9.7,0
3,5,0,5,5,90,8.6,0
5,4,0,5,3,61,3.3,1
2,5,0,3,3,29,5,1
2,1,0,3,2,38,16.6,0
3,5,0,5,2,50,11.1,0
4,4,1,3,5,30,12.1,0
1,3,0,3,2,33,7.2,0
1,4,0,4,1,27,15.5,0
3,5,1,3,2,21,14.3,0
5,5,1,4,2,77,12.6,0
4,2,1,4,4,41,28.4,1
1,1,0,5,2,61,7.2,0
4,1,0,4,1,31,14.6,0
1,1,1,2,2,15,6.3,1
4,1,0,4,2,42,14.9,0
3,3,0,5,2,29,9.5,0
2,2,0,6,2,39,13.1,0
2,4,1,5,1,89,6.1,0
2,5,1,4,2,71,11.4,0
4,4,0,2,4,21,13.5,1
3,2,1,4,3,300,5.7,0
2,3,1,2,3,26,27.2,1
2,1,1,4,4,41,28.5,1
5,2,1,4,3,47,5.2,1
1,2,1,5,4,79,12.4,1
4,2,1,4,2,62,3.9,1
1,4,0,6,1,34,9.6,1
2,1,0,5,3,61,12.5,1
5,5,1,6,4,123,9.4,0
4,2,1,5,3,112,14.7,0
4,1,0,5,1,64,2.3,0
3,2,0,6,2,10,12.8,0
5,3,0,5,2,63,4.4,0
4,4,0,5,3,75,4.2,0
2,1,1,2,2,21,7,0
5,4,1,4,3,46,16.9,0
4,2,1,4,2,61,22,0
2,4,1,6,3,32,13.7,1
5,3,0,3,2,20,14.9,0
5,3,0,5,3,36,8,1
3,2,0,5,2,50,21.9,0
1,3,0,6,3,51,17.1,1
1,1,1,6,2,9,5.8,0
4,1,0,4,5,25,6.6,0
5,3,1,6,3,64,6.1,0
2,2,0,4,3,28,16.9,1
4,2,0,4,4,60,14,0
2,1,1,2,4,23,9.6,1
2,4,0,2,3,43,5.6,0
2,1,1,6,3,84,8,0
2,2,1,6,4,13,1.2,0
3,5,1,4,4,35,8.2,1
3,1,0,5,2,64,0.8,0
1,1,0,5,1,13,12.5,0
5,2,1,5,3,13,10.8,1
1,2,0,5,2,174,6.5,0
1,1,0,4,2,27,9.6,1
1,1,1,5,1,24,2.2,0
2,2,0,2,2,20,11.2,1
2,1,1,6,3,26,5.2,0
2,2,1,6,2,313,25,0
3,2,0,5,1,31,4.4,0
3,2,0,6,4,41,9.5,0
2,1,1,5,1,87,18.4,0
1,1,0,4,3,37,3.7,1
5,5,0,3,3,28,13.5,0
3,3,1,6,1,188,5.7,0
2,3,1,4,3,23,19.1,0
5,3,0,3,4,75,7.5,0
4,2,1,4,2,38,4.5,0
1,1,1,4,2,74,11.7,1
5,5,0,4,3,57,7.2,0
3,3,0,4,4,133,0.9,0
5,2,1,5,1,79,24.6,0
3,5,0,6,4,25,18.1,0
1,1,1,6,1,9,4.7,0
2,2,0,5,2,45,9.7,0
5,2,0,4,4,94,16.1,1
2,3,0,5,1,23,10.1,0
3,2,0,4,5,156,15.1,1
5,2,0,3,2,37,8.5,1
4,2,1,5,2,21,5.9,0
3,2,1,5,2,72,1.9,0
5,3,1,4,1,34,16.3,0
1,3,1,3,2,30,4.1,1
3,5,1,5,4,142,15.6,1
5,4,0,6,2,89,5.5,0
3,4,1,2,2,18,4.5,0
2,2,1,5,1,91,6.7,0
5,4,1,4,1,43,20.8,0
1,2,1,5,3,66,4.7,0
3,2,0,6,4,67,9.7,0
2,3,0,3,2,34,0.1,0
2,1,1,2,4,17,6.7,1
1,1,0,4,2,41,14.4,0
1,3,0,6,1,11,6.9,0
4,2,1,4,4,33,19.9,0
1,1,0,6,2,29,9,0
2,1,1,3,1,52,5,1
1,1,0,5,4,226,9.1,1
3,2,0,3,4,34,20.9,0
4,4,0,4,5,53,24.1,1
5,1,0,5,3,60,4.1,1
1,1,1,3,4,39,23.5,0
5,5,1,3,3,100,11.3,0
2,1,1,6,3,20,3.6,0
4,5,1,6,2,9,13.1,0
2,3,1,6,1,117,7.1,0
2,3,0,6,2,24,10.3,0
4,5,0,2,1,15,5,0
4,3,0,5,1,32,26.8,0
5,2,1,5,3,69,8.2,0
2,1,1,4,2,82,15.7,0
5,1,0,4,1,32,1.3,0
1,2,0,4,2,32,6.6,0
2,1,0,3,3,48,9.3,0
1,2,0,4,2,54,6.1,0
4,3,1,5,1,76,2.9,0
1,1,1,3,4,36,13.9,1
3,1,0,6,1,14,13,0
4,1,0,6,2,60,3.3,0
1,1,1,5,1,48,5.6,0
5,5,0,4,4,25,7.9,0
5,5,1,5,2,48,10.4,1
5,5,1,2,2,18,4.5,0
5,3,1,6,4,14,9.7,0
3,5,0,5,3,11,19.7,0
3,1,0,2,2,12,5.6,1
4,4,0,5,4,25,3.9,0
1,3,0,3,5,69,22.6,1
2,4,1,5,3,29,6.6,1
2,4,0,2,3,22,5.6,0
4,2,0,4,3,33,13.1,0
4,3,0,5,2,69,1.2,0
2,4,1,3,3,64,5.2,0
5,4,1,5,1,173,2.1,0
2,1,1,2,3,15,13.5,0
1,4,0,3,1,21,8.8,0
2,4,0,4,1,26,6.8,0
3,1,1,4,4,38,2.2,1
2,1,1,5,4,62,26,1
3,4,1,5,2,117,24.2,0
3,1,1,3,5,22,21,1
4,4,1,5,3,60,13.1,0
5,5,0,4,1,28,4,0
5,3,1,3,4,47,8,1
4,2,0,6,3,123,15.5,0
4,1,0,5,1,33,4.9,0
4,3,0,4,4,23,8.6,1
1,4,1,4,1,36,11.8,1
2,4,1,4,3,58,11,0
2,3,1,5,1,33,17.9,1
1,1,1,4,4,107,17.3,0
2,3,0,5,2,43,8.6,0
4,2,1,6,3,123,8.2,0
4,4,0,2,4,17,14.3,1
2,1,0,6,1,11,1.7,0
5,5,1,2,3,15,9.5,0
1,3,0,4,1,80,1.3,0
4,5,0,2,2,32,13.1,1
1,1,0,4,1,31,7.3,0
3,2,0,5,1,67,22.8,0
2,1,1,4,5,119,10.1,0
3,1,1,3,5,18,5.2,0
4,1,1,3,4,34,22.4,1
1,2,0,4,3,185,17.5,0
2,3,0,5,5,38,5.5,1
5,4,0,3,2,42,7.9,0
4,4,0,4,5,46,0.8,0
2,2,0,4,4,30,7,0
2,4,1,2,2,16,11.4,1
5,5,1,4,3,87,3.1,0
2,1,1,6,2,84,3.3,0
5,3,0,5,2,109,3.3,0
5,5,0,5,3,60,6.9,0
2,5,1,4,5,37,14.6,0
2,4,0,3,3,35,22.8,0
4,4,1,4,3,57,15.9,1
1,1,1,6,2,18,8,0
3,3,1,4,3,164,8.6,0
5,1,1,6,3,15,12.4,0
3,2,0,4,1,63,3.6,0
3,2,0,6,2,9,18.4,0
1,2,1,4,2,67,16.4,0
2,1,1,6,2,14,5.7,0
5,5,0,2,2,11,6,0
1,1,1,5,4,9,9.3,0
1,3,1,6,1,73,0.4,0
2,1,0,6,3,42,2.2,0
1,1,1,5,2,81,4.9,0
3,3,1,5,4,123,4.4,0
2,1,0,6,2,111,7.5,0
5,4,1,3,3,46,12.7,0
4,2,1,6,4,12,9.4,0
5,5,0,6,2,13,14.4,0
5,5,1,2,2,16,9.7,0
1,2,0,4,2,35,3.9,0
5,2,1,2,2,28,19.5,0
2,1,1,4,4,46,2,0
5,5,1,4,3,34,5.5,0
5,3,1,4,2,39,4.2,0
4,4,1,4,4,57,15,1
1,2,1,5,4,16,11,0
3,2,1,3,2,38,8.5,1
2,3,1,6,2,22,7.6,1
1,2,0,4,3,36,10.5,0
5,3,0,6,2,40,9.7,0
2,3,1,5,1,74,10.5,0
4,4,0,6,4,13,8,0
3,3,0,6,3,15,12.7,0
2,4,0,4,2,80,12.4,0
5,4,1,4,2,38,2.5,0
4,2,1,5,1,55,10.1,0
3,2,0,6,2,72,13.8,0
3,2,0,5,1,33,16,0
5,3,0,5,1,129,5.2,0
2,1,1,4,4,42,6.4,0
2,5,1,5,2,48,17.1,0
1,2,1,6,2,53,14.5,0
3,4,1,6,1,144,11.3,0
2,4,0,5,4,35,37.5,0
3,3,0,3,5,94,11.3,1
5,4,0,6,3,17,15.5,0
4,2,1,5,2,65,15.4,0
3,4,1,4,1,42,7.6,1
5,5,0,3,3,37,15.3,1
1,3,1,2,2,21,9.5,1
3,3,0,4,3,33,16.7,0
2,5,0,5,1,71,4.4,0
1,5,1,6,3,32,12.8,0
3,1,0,3,4,135,10.5,0
4,5,1,5,3,142,12.1,0
4,3,1,4,4,56,3.4,1
2,5,1,4,4,25,1.8,1
2,1,1,5,2,73,2.7,1
1,3,0,4,5,131,9.3,0
1,4,1,5,3,89,20.6,0
4,5,1,5,2,48,26.8,0
4,5,1,3,2,22,10.9,1
1,1,0,6,4,9,10.9,1
5,4,0,4,2,73,14,0
5,3,1,4,2,67,5.3,0
1,1,0,6,1,25,9.6,0
1,2,0,2,2,14,6.5,1
3,1,0,5,4,123,1,0
1,2,1,6,1,57,12,0
1,1,1,5,2,85,4.4,0
4,2,0,6,4,324,22.8,0
2,2,1,4,4,88,9.2,0
3,3,0,3,1,20,17.2,0
5,4,1,4,2,90,6.6,0
1,2,1,5,2,128,7.4,0
3,5,0,4,4,60,10.1,1
2,3,1,5,5,368,15.4,0
5,5,0,5,1,32,10.4,0
2,5,0,6,1,16,6.7,0
1,1,0,4,2,42,10.4,0
1,1,1,4,3,51,3,0
3,2,0,5,3,75,2.9,0
3,1,0,5,1,52,4.3,0
1,1,0,6,4,9,7.9,0
4,3,0,6,3,10,11.6,0
2,1,1,5,3,42,8,0
1,2,1,4,2,61,8.7,0
4,4,1,4,4,25,9.5,0
3,2,0,3,3,90,4.5,0
1,1,0,3,1,42,8.5,0
2,3,1,6,2,110,22.1,0
2,3,1,5,5,97,2.3,1
5,5,1,5,1,131,17.8,0
3,4,1,5,1,54,5.9,1
2,4,1,3,1,40,17.6,0
3,4,1,2,4,47,9.9,1
4,2,1,5,1,44,7.4,0
3,1,0,4,3,34,4,0
5,4,0,5,2,46,9.2,1
3,1,0,6,2,53,6.3,0
2,1,1,2,1,20,5.9,0
5,5,1,3,3,29,32.7,0
2,1,1,6,1,12,2.9,0
4,2,1,2,2,15,3,0
4,3,1,6,4,10,9.3,0
5,3,0,4,1,47,0.8,0
3,3,0,4,1,22,5.2,0
1,1,1,6,4,58,8.5,0
4,1,0,4,2,28,4.8,1
5,3,1,6,3,106,12.9,0
4,2,1,5,2,10,8,0
5,5,1,3,2,29,8.4,0
1,1,1,6,2,128,3.3,0
2,3,1,3,3,53,1.7,0
2,1,1,6,4,21,10.1,1
5,3,1,5,2,51,12.6,0
4,1,0,5,1,47,29.3,0
4,5,0,6,3,28,6.4,0
4,4,0,6,1,33,7.4,0
2,1,0,5,3,43,7.4,0
3,2,1,6,5,11,12.2,0
2,4,1,6,4,82,2.2,1
2,3,1,5,4,47,6.4,0
3,4,0,2,3,20,8.4,0
3,5,0,6,2,12,30.2,0
4,4,1,4,4,28,7.4,0
3,2,1,3,4,118,13.5,1
1,1,1,6,2,10,17.9,0
5,1,1,4,3,144,10.5,1
5,5,0,3,2,25,10.1,0
3,1,0,2,3,61,2.5,0
3,4,0,6,3,13,12.9,0
1,3,1,3,3,17,0.8,0
5,1,0,4,2,38,8.5,0
2,3,0,6,1,36,9.5,0
2,5,0,4,2,35,12.5,0
5,5,1,3,2,18,2.7,0
2,1,1,2,3,16,14.4,1
4,5,1,3,5,199,19,1
2,2,1,2,3,28,14.3,0
1,2,0,3,2,43,7.6,0
1,1,0,6,1,81,2,0
3,4,0,3,4,47,11.4,0
1,4,0,3,4,40,7.1,0
1,1,1,2,3,28,1.2,0
2,3,1,3,1,25,11.3,1
1,1,1,4,2,30,13.6,0
2,1,1,5,4,104,4.5,0
4,3,0,3,2,25,9.6,0
4,4,0,4,1,54,20.7,0
5,4,1,5,2,109,11.5,0
5,4,1,6,3,14,8.5,0
5,4,0,4,4,30,8.8,0
5,2,0,2,4,97,2,1
3,2,0,4,3,46,8.5,0
2,1,1,6,2,16,25.9,0
4,1,0,6,2,63,19,0
5,5,0,4,3,56,1.7,0
2,3,1,6,4,67,8.5,0
3,1,0,2,2,17,10.3,1
4,3,0,3,4,50,13.2,1
5,5,1,4,4,40,10.7,0
5,5,0,5,3,29,7.2,0
2,3,0,3,3,19,2.3,1
5,4,1,4,3,88,2.5,0
2,2,1,4,2,92,6.6,0
3,4,0,4,4,41,18.4,1
4,5,0,3,2,36,1.8,0
2,1,0,4,1,26,1.5,0
1,1,0,6,3,127,2.5,0
2,1,0,6,3,52,18.3,0
3,4,1,6,3,71,5.4,0
3,2,0,5,1,82,13.2,0
5,3,0,6,2,16,14.5,0
5,1,1,5,4,472,1.2,1
5,4,0,6,2,92,10,1
2,4,0,3,3,23,2.7,1
5,5,1,6,1,51,1.8,0
1,1,1,6,1,47,10.9,0
1,1,1,5,4,54,17.8,1
3,2,0,6,5,20,5.8,0
1,1,0,2,2,15,6.4,0
1,2,1,2,3,21,11.9,1
4,3,1,6,3,9,6.5,0
3,5,0,4,3,171,10.2,0
5,5,1,4,1,34,3.6,0
4,1,1,2,3,23,20.9,0
2,1,1,6,4,9,1.4,0
5,3,1,5,1,79,1.1,0
2,2,1,5,1,20,1.4,0
1,1,0,4,1,24,0.7,0
4,4,0,2,4,13,13.8,0
4,4,1,5,3,409,6.7,0
3,4,0,6,2,12,5.6,0
5,5,1,3,2,52,21.1,1
5,1,0,4,3,58,2.8,0
4,4,1,5,4,106,15.1,0
5,5,0,3,3,30,6.9,0
4,2,0,5,1,29,6.2,1
5,4,1,6,3,25,2.9,0
4,3,1,2,2,53,10.5,0
5,5,1,5,2,66,4.2,0
2,1,1,3,3,30,3.8,0
1,2,1,2,2,14,13.9,0
2,1,1,5,4,69,4.2,0
1,1,1,3,5,104,2.8,1
4,3,1,5,4,66,8.9,1
4,2,0,3,4,69,5.3,1
2,1,0,6,1,15,12,0
4,5,1,5,4,32,5.5,0
1,1,1,5,3,28,25.7,0
4,5,0,4,1,23,12.6,0
2,2,1,5,2,29,10.3,0
2,3,0,4,4,62,7.2,1
3,2,0,4,2,28,11.7,0
3,3,0,4,2,27,5.4,0
1,4,1,6,1,21,7.8,0
4,5,1,5,3,170,13,0
2,5,0,3,5,41,10.9,1
3,5,1,5,2,24,4,0
2,3,1,6,4,17,12.9,0
4,4,0,5,4,133,6.7,0
3,1,1,4,2,44,13.3,0
2,4,0,6,3,16,11.5,0
5,4,0,4,4,49,8.2,1
2,2,0,5,2,118,3.6,0
2,1,0,6,2,16,7.9,0
4,3,1,4,4,49,23.5,0
1,2,0,5,2,146,7.9,0
3,1,1,4,2,58,7.2,1
2,1,0,3,4,30,4.7,0
5,5,0,4,2,56,11.7,0
3,4,0,3,3,49,10.2,1
4,2,1,5,1,78,9.4,0
3,5,1,5,4,142,4.1,0
4,4,0,3,2,20,23.6,0
4,1,1,5,4,66,13.6,0
5,5,1,6,3,10,0.5,0
5,4,1,6,1,91,7,1
3,1,0,3,2,43,10.6,0
4,3,1,4,4,80,15.4,0
1,2,1,6,2,33,31.5,0
4,4,1,3,2,31,13.8,0
1,2,0,5,5,228,13.4,1
1,1,1,6,2,13,14.6,0
5,5,0,5,4,163,20.2,0
1,1,1,4,3,122,5.1,0
4,2,0,6,5,84,9,1
1,1,1,6,3,16,3.3,0
1,1,1,5,4,142,10.2,0
5,4,0,3,4,25,4.8,1
5,1,0,4,1,32,20.4,0
3,3,1,4,2,97,12.8,0
3,5,1,4,1,32,8.1,0
4,4,1,4,4,25,2.6,0
3,3,0,3,3,37,10,0
2,4,0,2,2,16,4.7,1
4,3,1,2,3,35,4.9,1
4,2,0,5,1,51,13.7,0
4,4,1,2,1,34,10.4,0
1,3,0,6,5,25,8.3,0
1,1,1,3,2,35,18.4,0
5,5,0,6,2,13,4.4,0
3,3,0,2,4,32,4.2,0
3,5,1,3,2,29,3.6,0
1,1,0,5,5,13,5.5,0
1,3,0,6,2,15,9,0
4,5,1,5,1,56,12.1,0
5,5,0,3,3,25,21,0
2,1,1,4,4,95,9.5,1
5,5,0,5,2,71,8.2,0
2,4,0,4,4,24,14.3,1
4,1,1,6,1,10,4.6,0
5,5,1,2,4,14,8.1,1
3,2,1,6,4,33,5.2,0
1,1,0,6,4,50,26,1
2,4,0,6,1,30,17.4,0
3,3,1,5,2,94,8,0
2,1,0,5,2,52,14.3,0
4,1,0,5,3,169,8.4,0
3,1,1,3,4,73,9,0
3,3,1,6,5,45,18.3,0
1,1,0,6,4,62,17.6,0
2,1,1,5,5,127,5.9,0
5,5,0,6,3,30,6.6,0
3,1,1,5,2,81,8.6,0
1,1,0,2,2,15,18.7,1
5,3,0,6,5,14,3.6,0
3,2,1,5,2,114,11.3,0
5,4,0,6,2,49,15.9,0
2,4,0,5,3,29,2.1,0
2,3,0,2,1,22,4.7,0
3,3,0,5,3,87,12.9,0
4,4,0,6,3,131,3.9,0
4,4,0,5,4,31,16.4,0
4,3,0,2,3,20,14.9,1
4,4,0,6,2,16,18.9,0
5,4,0,3,2,21,13.3,0
2,2,0,3,3,22,3.6,1
1,5,0,6,3,11,4.1,0
1,4,0,4,4,52,11.5,1
3,1,1,5,1,44,22.8,0
2,1,1,6,4,89,16.5,0
4,3,0,6,1,11,8.1,0
5,2,1,3,4,35,14.2,0
5,5,0,5,4,995,21,0
2,3,0,3,4,51,9.1,0
3,2,0,5,5,168,5.4,0
5,5,1,5,2,26,14.4,0
4,3,1,4,4,27,10.4,0
4,4,1,5,4,84,14,1
5,5,1,5,4,338,10.5,0
2,3,1,3,4,76,8.8,0
5,1,0,6,1,11,2.9,0
2,1,1,6,2,10,6,0
2,4,0,5,1,35,5.5,0
3,4,1,5,3,74,9.2,0
4,5,0,6,3,52,5.8,0
1,3,1,4,5,90,7.7,0
3,1,1,3,4,49,6.7,0
5,5,0,5,2,49,6.8,0
2,2,0,5,2,38,14.1,0
1,1,0,6,3,71,21.3,0
3,5,0,2,3,43,9.7,0
5,5,0,6,2,51,3.7,0
4,4,0,5,4,65,5.5,0
4,1,1,6,3,112,8.5,0
2,1,0,4,1,23,27.5,0
5,5,0,6,2,20,14.8,0
3,4,1,4,1,43,19.7,0
3,3,1,6,2,68,6.8,0
5,4,1,4,2,74,2.5,0
3,3,1,4,3,27,9.9,0
1,3,0,6,2,37,4.5,0
3,4,0,6,4,95,4.5,0
3,4,1,5,2,92,13.6,0
4,3,1,2,3,29,6.9,0
3,1,1,4,4,46,3.1,0
3,2,0,2,3,16,11.8,1
1,2,1,5,2,61,6.4,0
3,4,1,5,3,46,26.9,0
1,1,1,3,5,33,6.5,0
1,1,1,4,1,100,17,0
5,5,1,3,4,46,2.6,0
1,1,0,3,1,38,2.3,0
4,3,0,6,3,13,11.7,0
2,2,0,6,1,9,7.1,0
4,5,1,4,2,92,7.7,0
2,4,1,2,2,15,10.9,0
2,3,0,5,2,111,18.6,0
5,1,0,6,4,40,8.3,0
2,3,1,3,2,33,5.4,0
2,1,1,3,4,52,3.9,1
3,3,0,6,1,15,10.5,0
2,3,0,2,4,27,4.7,1
5,1,1,2,2,11,6.6,1
3,1,1,4,3,26,6.7,1
3,5,0,6,3,67,9.9,1
5,4,1,6,4,18,26.5,0
4,5,0,6,1,16,11.5,0
2,1,1,4,4,69,14.8,0
1,1,1,2,2,15,4.8,1
1,2,1,2,2,25,4.3,0
3,2,0,3,2,42,20.3,0
5,3,1,6,4,132,16.6,0
5,5,1,5,3,99,5.6,0
4,1,1,4,3,71,14.8,0
5,1,1,3,2,34,18.3,0
4,4,1,2,4,19,14.4,1
4,4,0,2,1,20,12.1,0
4,1,1,2,2,16,8.4,0
1,2,0,4,3,44,9.9,0
5,5,1,4,4,101,7.8,1
5,2,0,4,3,43,10.6,0
1,4,1,3,1,28,14.4,0
1,2,1,5,3,51,1.4,0
3,2,0,3,4,75,5,1
5,3,0,6,4,13,14.7,0
4,4,0,5,4,82,14.4,1
5,5,1,2,3,30,12.4,0
5,4,1,2,3,16,12.3,1
1,1,1,3,3,86,15.1,0
3,5,1,2,2,18,11.4,0
2,4,1,3,2,31,4.4,0
3,5,0,3,1,22,8.3,0
3,2,1,6,2,11,16.1,0
4,2,0,6,1,23,5.3,0
5,2,0,5,5,261,6.6,0
3,4,0,6,3,53,3.3,0
3,2,0,6,2,18,2.9,0
4,3,0,5,4,360,8.8,0
1,2,0,2,2,21,2.7,0
1,1,1,3,2,29,0.4,0
3,1,1,2,2,20,26.2,1
1,2,0,4,2,73,11.9,0
1,2,0,3,4,42,7,1
5,5,1,2,4,34,6.8,1
3,4,0,4,2,42,3.5,1
3,3,0,3,4,74,14.5,0
2,1,0,6,2,12,12.4,0
2,1,0,5,1,60,5.5,0
2,3,0,4,1,89,17.4,1
3,5,1,3,2,29,10.8,0
5,3,0,4,4,29,11.7,1
4,4,0,3,5,32,7.8,0
4,4,0,5,2,103,6.6,0
2,1,0,2,2,39,22.7,1
4,3,0,4,1,150,0,0
4,3,0,2,1,18,26.5,1
5,5,0,2,1,19,1.8,0
4,5,0,5,4,66,1.1,0
5,2,1,3,2,34,1.1,0
4,5,0,4,4,38,16.7,1
5,5,1,3,2,20,12.6,1
1,1,1,6,1,29,6.7,0
5,4,1,5,4,111,3.7,0
5,3,1,5,4,26,15.4,1
1,1,1,4,3,45,10.5,1
2,3,1,4,1,74,16.7,0
5,2,1,4,4,63,13.4,1
3,2,0,6,2,60,9.4,0
3,3,1,4,3,45,3.4,0
3,2,1,3,1,36,4.3,0
5,2,1,3,1,29,5.8,0
3,4,1,5,1,52,8.3,0
1,3,0,3,2,30,6.8,1
4,5,1,3,2,26,2.1,1
1,1,1,6,1,45,19.7,0
2,2,1,4,1,17,9.8,0
3,2,1,5,4,14,1.8,0
3,5,1,4,2,115,11.2,0
5,3,0,5,3,67,7.1,0
5,5,1,5,1,77,6.8,0
2,1,1,6,1,30,3,0
1,1,1,5,1,16,8.5,0
1,2,0,5,5,86,5.8,0
